130126103,陈庄镇,陈庄
130126104,慈峪镇,慈峪
130126105,岔头镇,岔头
130126200,三圣院乡,三圣院
130126201,北洼乡,北洼
130126202,牛城乡,牛城
130126203,狗台乡,狗台
130126204,南寨乡,南寨
130126205,南燕川乡,南燕川
130126206,北谭庄乡,北谭庄
130126207,寨头乡,寨头
130126208,南营乡,南营
130127100,高邑镇,高邑
130127101,大营镇,大营
130127102,富村镇,富村
130127103,万城镇,万城
130127201,中韩乡,中韩
130128100,深泽镇,深泽
130128101,铁杆镇,铁杆
130128102,赵八镇,赵八
130128200,白庄乡,白庄
130128201,留村乡,留村
130128203,桥头乡,桥头
130129100,赞皇镇,赞皇
130129101,院头镇,院头
130129102,南邢郭镇,南邢郭
130129103,嶂石岩镇,嶂石岩
130129200,西龙门乡,西龙门
130129202,南清河乡,南清河
130129203,西阳泽乡,西阳泽
130129204,土门乡,土门
130129205,黄北坪乡,黄北坪
130129207,许亭乡,许亭
130129208,张楞乡,张楞
130130100,无极镇,无极
130130101,七汲镇,七汲
130130102,张段固镇,张段固
130130103,北苏镇,北苏
130130104,郭庄镇,郭庄
130130105,大陈镇,大陈
130130200,高头回族乡,高头回族
130130201,郝庄乡,郝庄
130130202,东侯坊乡,东侯坊
130130203,里城道乡,里城道
130130204,南流乡,南流
130131100,平山镇,平山
130131101,东回舍镇,东回舍
130131102,温塘镇,温塘
130131103,南甸镇,南甸
130131104,岗南镇,岗南
130131105,古月镇,古月
130131106,下槐镇,下槐
130131107,孟家庄镇,孟家庄
130131108,小觉镇,小觉
130131109,蛟潭庄镇,蛟潭庄
130131110,西柏坡镇,西柏坡
130131111,下口镇,下口
130131200,西大吾乡,西大吾
130131201,上三汲乡,上三汲
130131202,两河乡,两河
130131203,东王坡乡,东王坡
130131204,苏家庄乡,苏家庄
130131205,宅北乡,宅北
130131207,北冶乡,北冶
130131209,上观音堂乡,上观音堂
130131210,杨家桥乡,杨家桥
130131211,营里乡,营里
130131212,合河口乡,合河口
130132001,城区街道,城区
130132100,槐阳镇,槐阳
130132101,殷村镇,殷村
130132102,南佐镇,南佐
130132103,宋曹镇,宋曹
130132104,南因镇,南因
130132105,姬村镇,姬村
130132106,北褚镇,北褚
130132107,马村镇,马村
130132201,东张乡,东张
130132202,赵同乡,赵同
130132204,苏村乡,苏村
130132205,苏阳乡,苏阳
130132206,北正乡,北正
130132207,前仙乡,前仙
130132208,黑水河乡,黑水河
130133100,赵州镇,赵州
130133101,范庄镇,范庄
130133102,北王里镇,北王里
130133103,新寨店镇,新寨店
130133104,韩村镇,韩村
130133105,南柏舍镇,南柏舍
130133106,沙河店镇,沙河店
130133200,前大章乡,前大章
130133201,谢庄乡,谢庄
130133202,高村乡,高村
130133203,王西章乡,王西章
130171010,长江街道,长江
130171011,太行街道,太行
130171100,宋营镇,宋营
130171101,郄马镇,郄马
130172100,丘头镇,丘头
130181100,辛集镇,辛集
130181101,旧城镇,旧城
130181102,张古庄镇,张古庄
130181103,位伯镇,位伯
